/datasets/SWARA/SWARA1.0_22k/bas_rnd1_001.wav|De asemenea, contează și dacă imobilul este la stradă sau nu.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_002.wav|Până în prezent, proiectul avea susținerea ambelor partide, care și-au împărțit deja conducerea noilor entități.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_003.wav|Băimăreanul urăște lipsa de punctualitate și fățărnicia.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_004.wav|În acest cămin au prioritate studenții în ani terminali.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_005.wav|Dincolo de efectele economice și comerciale, greva ne face să avem și lipsă de încredere în justiție.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_006.wav|Dacă vecinii nu reclamă, noi nu putem depista spargerile de pereți ilegale din apartamente.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_007.wav|Amploarea nu va fi aceeași, dar organizatorii se vor strădui să aducă produse autentice germane la poalele Tâmpei.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_008.wav|Vreau să continuu în acest domeniu până la sfârșitul vieții spune cu o mină foarte serioasă micuța.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_009.wav|Căzăturile sunt la ordinea zilei, am picioarele negre, sunt ca un dalmațian.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_010.wav|Pe de altă parte, conform rezultatelor obținute.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_011.wav|Nu este însă la fel de clar cu cât ar crește consumul și dependența de droguri.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_012.wav|Departajarea se face pe probe de cincizeci de metri care trebuiesc parcurse în zece secunde.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_013.wav|O păstrez ca amintire la loc de cinste își amintește informaticianul.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_014.wav|Sabău spune că stilul de joc al lăncierilor este același ca și pe vremea când juca el în Olanda.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_015.wav|M-am înțeles bine cu toată echipa, mi-a plăcut foarte mult, spune ea.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_016.wav|Dacă îi prindem nu îi exmatriculăm din facultate.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_017.wav|Pe lângă câini bătrâni avem și căței foarte drăguți și inteligenți.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_018.wav|Ion Tirinescu deține funcția de șef al poliției rutiere Hunedoara din anul două mii cinci.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_019.wav|Răspunde nu numai de funcționarea optimă ci și de asigurarea banilor pentru toate cheltuielile radioului.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_020.wav|I-a plăcut jurnalismul și pentru a ajunge să fie formator de opinie, a început facultatea la Pitești.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_021.wav|Sunt unii care au descoperit pe aceste rețele foști colegi de școală.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_022.wav|Arădenii sunt din ce în ce mai speriați la gândul că trebuie să circule pe drumul Arad Șiria.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_023.wav|Pe toate rutele din județul Vâlcea se fac, începând de săptămâna aceasta, controale care vizează activitățile de transport persoane.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_024.wav|Capitala și nord-estul au cunoscut cele mai mari ritmuri de creștere ale sumelor restante.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_025.wav|Vechile cabinete erau la o distanță de o sută cincizeci metri de spital și nu corespundeau reglementărilor Ministerului Sănătății.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_026.wav|Fără aceste două elemente de bază nu ai cum să lucrezi cu niciun copil.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_027.wav|Dorim să atragem finanțarea printr-un program transfrontalier cu Republica Moldova.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_028.wav|La ora actuală oamenii sunt preocupați de a avea și nu mai sunt preocupați de a fi.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_029.wav|Românii din străinătate nu există pentru autoritățile române de acolo, a oftat mama bărbatului.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_030.wav|De asemenea este organizat și campionatul național de car-audio.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_031.wav|Printre taxele cele mai mari le are Facultatea de Drept.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_032.wav|Comitetul de implementare are rolul de a supraveghea îndeplinirea obligațiilor ce revin părților la convenție.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_033.wav|Locația a fost stabilită de către inspectoratul școlar Arad, la grădinița cu program prelungit, situată în centrul orașului.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_034.wav|Precizează Gheorghe Crivac, unul dintre prorectorii Universității Pitești.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_035.wav|Uneori suntem chiar mai bune decât ei.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_036.wav|Compania mai are activități în domenii precum imobiliare, tehnologie și energie.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_038.wav|Din prima până în ultima secundă, convorbirea telefonică e o beșteleală de cartier aplicată cu toată impetuozitatea sărmanului cetățean.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_039.wav|În localitate există șase polițiști, dintre care unul este în concediu și unul are mâna ruptă.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_040.wav|Încă de la prima accesare m-a atras foarte mult.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_041.wav|Cât durează până câștigă, nu poate spune.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_042.wav|Dacă și pe data de treizeci septembrie se întârzie cu primirea avansului, pe doi octombrie la ora șapte.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_043.wav|Copiii care țineau în brațe bărcuțe cu telecomandă au înconjurat fântâna speranței, gata de cursă.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_044.wav|În blocul șase, două scări, adică aproximativ treizeci de apartamente, erau terminate când au venit actele de la primărie.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_045.wav|A fost testat alcooltest, rezultatul fiind negativ.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_046.wav|Până la urmă rămâi oricum doar cu amintirile plăcute, oboseala trece cu un somn bun.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_047.wav|De atunci, am învățat foarte multe persoane să danseze pe diferite ritmuri.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_048.wav|După ce i-au administrat îngrijirile de urgență, medicii l-au dus la reanimare, unde se află sub supraveghere de specialitate.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_049.wav|Viorica Crișan, directorul muzeului, stă zilnic peste program la serviciu.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_050.wav|Eșecul statului federal în fața cicloanelor rămâne unul din cele mai profunde stigmate ale președinției lui George.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_051.wav|Cel mai mare succes la vânzări l-a avut imediat după debut.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_052.wav|Parfumul reflectă atitudinea și stilul unic al unei femei, a spus cântăreața.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_053.wav|Responsabil pentru această stare de lucruri, este consumul prea mare de alcool și fumatul excesiv.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_054.wav|Carlton de Brug este situat la aproximativ cinsprezece kilometri de aeroportul din oraș.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_055.wav|Ar trebui să mai angajeze preoți.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_056.wav|Băimărenii vor putea cumpăra produse chiar și cu cinci lei.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_057.wav|Familie, căsătorit, are doi copii și doi nepoți.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_058.wav|Mi-au plăcut oamenii și mereu am avut încredere în oameni.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_059.wav|A uitat că nu mai este propagandist de partid, ci reprezentant al statului român.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_060.wav|Această activitate este considerată comerț ilicit de produse care atrage de la sine sancțiuni date de polițiștii comunitari.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_061.wav|Doar în primele zile inspectorii au confiscat aproape jumătate de kilogram de aur nemarcat de la bijuteriile din Timișoara.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_062.wav|Ei au făcut recurs și au solicitat judecătorilor curții de apel Timișoara să fie eliberați.|0
/datasets/SWARA/SWARA1.0_22k/bas_rnd1_063.wav|Și polițiștii se vor alătura colegilor lor, care vor protesta în fața Palatului Parlamentului.|0
